"election_dt"	"contest_name"	"name_on_ballot"	"party_cd"	"ballot_count"	"FTP_Date"
"11/07/2006"	"NC STATE HOUSE DISTRICT 069"	"Pryor Gibson"	"DEM"	8616	"12/08/2006"
"11/07/2006"	"NC STATE HOUSE DISTRICT 069"	"Jim H. Bention, Sr."	"REP"	4309	"12/08/2006"
"11/07/2006"	"NC STATE HOUSE DISTRICT 007"	"Edward (Ed) Jones"	"DEM"	7264	"12/08/2006"
"11/07/2006"	"NC STATE HOUSE DISTRICT 070"	"Hampton (Happy) Spivey"	"DEM"	4762	"12/08/2006"
"11/07/2006"	"NC STATE HOUSE DISTRICT 070"	"Pat B. Hurley"	"REP"	8756	"12/08/2006"
"11/07/2006"	"NC STATE HOUSE DISTRICT 071"	"Larry Womble"	"DEM"	7101	"12/08/2006"
"11/07/2006"	"NC STATE HOUSE DISTRICT 072"	"Earline W. Parmon"	"DEM"	7971	"12/08/2006"
"11/07/2006"	"NC STATE HOUSE DISTRICT 073"	"Larry R. Brown"	"REP"	11432	"12/08/2006"
"11/07/2006"	"NC STATE HOUSE DISTRICT 074"	"Dale Robbins Folwell"	"REP"	13942	"12/08/2006"
"11/07/2006"	"NC STATE HOUSE DISTRICT 075"	"William C. (Bill) McGee"	"REP"	12893	"12/08/2006"
"11/07/2006"	"NC STATE HOUSE DISTRICT 076"	"Fred F. Steen, II"	"REP"	9457	"12/08/2006"
"11/07/2006"	"NC STATE HOUSE DISTRICT 077"	"Lorene T. Coates"	"DEM"	8279	"12/08/2006"
"11/07/2006"	"NC STATE HOUSE DISTRICT 077"	"Susan Morris"	"REP"	5144	"12/08/2006"
"11/07/2006"	"NC STATE HOUSE DISTRICT 078"	"Harold J. Brubaker"	"REP"	10472	"12/08/2006"
"11/07/2006"	"NC STATE HOUSE DISTRICT 079"	"Julia Craven Howard"	"REP"	12553	"12/08/2006"
"11/07/2006"	"NC STATE HOUSE DISTRICT 008"	"Edith D. Warren"	"DEM"	8843	"12/08/2006"
"11/07/2006"	"NC STATE HOUSE DISTRICT 080"	"Jerry C. Dockham"	"REP"	10801	"12/08/2006"
"11/07/2006"	"NC STATE HOUSE DISTRICT 081"	"L. Hugh Holliman"	"DEM"	8454	"12/08/2006"
"11/07/2006"	"NC STATE HOUSE DISTRICT 082"	"Jeff Barnhart"	"REP"	11298	"12/08/2006"
"11/07/2006"	"NC STATE HOUSE DISTRICT 083"	"Linda P. Johnson"	"REP"	10947	"12/08/2006"
"11/07/2006"	"NC STATE HOUSE DISTRICT 084"	"Phillip Frye"	"REP"	13150	"12/08/2006"
"11/07/2006"	"NC STATE HOUSE DISTRICT 085"	"Chuck Aldridge"	"DEM"	7560	"12/08/2006"
"11/07/2006"	"NC STATE HOUSE DISTRICT 085"	"Mitch Gillespie"	"REP"	8899	"12/08/2006"
"11/07/2006"	"NC STATE HOUSE DISTRICT 086"	"Walt Church"	"DEM"	8369	"12/08/2006"
"11/07/2006"	"NC STATE HOUSE DISTRICT 086"	"Hugh Blackwell"	"REP"	7883	"12/08/2006"
"11/07/2006"	"NC STATE HOUSE DISTRICT 087"	"Edgar V. Starnes"	"REP"	11548	"12/08/2006"
"11/07/2006"	"NC STATE HOUSE DISTRICT 088"	"Ray Warren"	"DEM"	9650	"12/08/2006"
"11/07/2006"	"NC STATE HOUSE DISTRICT 088"	"Mark W. Hollo"	"REP"	8693	"12/08/2006"
"11/07/2006"	"NC STATE HOUSE DISTRICT 089"	"Mitchell Smith Setzer"	"REP"	11301	"12/08/2006"
"11/07/2006"	"NC STATE HOUSE DISTRICT 009"	"Marian N. McLawhorn"	"DEM"	8424	"12/08/2006"
"11/07/2006"	"NC STATE HOUSE DISTRICT 009"	"Tony P. Moore"	"REP"	6419	"12/08/2006"
"11/07/2006"	"NC STATE HOUSE DISTRICT 090"	"James Harrell"	"DEM"	9533	"12/08/2006"
"11/07/2006"	"NC STATE HOUSE DISTRICT 090"	"Jack Conaway"	"REP"	6114	"12/08/2006"
"11/07/2006"	"NC STATE HOUSE DISTRICT 091"	"Ed Gambill"	"DEM"	6416	"12/08/2006"
"11/07/2006"	"NC STATE HOUSE DISTRICT 091"	"Bryan Holloway"	"REP"	10295	"12/08/2006"
"11/07/2006"	"NC STATE HOUSE DISTRICT 092"	"George Holmes"	"REP"	10664	"12/08/2006"
"11/07/2006"	"NC STATE HOUSE DISTRICT 093"	"Cullie Tarleton"	"DEM"	13414	"12/08/2006"
"11/07/2006"	"NC STATE HOUSE DISTRICT 093"	"Gene Wilson"	"REP"	11069	"12/08/2006"
"11/07/2006"	"NC STATE HOUSE DISTRICT 094"	"Judith Barlow Porter"	"DEM"	6025	"12/08/2006"
"11/07/2006"	"NC STATE HOUSE DISTRICT 094"	"R. Tracy Walker"	"REP"	7550	"12/08/2006"
"11/07/2006"	"NC STATE HOUSE DISTRICT 095"	"Karen Ray"	"REP"	11269	"12/08/2006"
"11/07/2006"	"NC STATE HOUSE DISTRICT 096"	"Mark K. Hilton"	"REP"	10575	"12/08/2006"
"11/07/2006"	"NC STATE HOUSE DISTRICT 097"	"Joe L. Kiser"	"REP"	12080	"12/08/2006"
"11/07/2006"	"NC STATE HOUSE DISTRICT 098"	"Thom Tillis"	"REP"	14479	"12/08/2006"
"11/07/2006"	"NC STATE HOUSE DISTRICT 099"	"Drew P. Saunders"	"DEM"	9463	"12/08/2006"
"11/07/2006"	"SUPREME COURT CHIEF JUSTICE"	"Rusty Duke"	"   "	568980	"12/08/2006"
"11/07/2006"	"SUPREME COURT CHIEF JUSTICE"	"Sarah Parker"	"   "	1138346	"12/08/2006"
"11/07/2006"	"SUPREME COURT ASSOCIATE JUSTICE (MARTIN)"	"Rachel Lea Hunter"	"   "	601676	"12/08/2006"
"11/07/2006"	"SUPREME COURT ASSOCIATE JUSTICE (MARTIN)"	"Mark D. Martin"	"   "	1000792	"12/08/2006"
"11/07/2006"	"SUPREME COURT ASSOCIATE JUSTICE (TIMMONS-GOODSON)"	"Eric Levinson"	"   "	682641	"12/08/2006"
"11/07/2006"	"SUPREME COURT ASSOCIATE JUSTICE (TIMMONS-GOODSON)"	"Patricia Timmons-Goodson"	"   "	953976	"12/08/2006"
"11/07/2006"	"SUPREME COURT ASSOCIATE JUSTICE (WAINWRIGHT)"	"Ann Marie Calabria"	"   "	786310	"12/08/2006"
"11/07/2006"	"SUPREME COURT ASSOCIATE JUSTICE (WAINWRIGHT)"	"Robin Hudson"	"   "	806861	"12/08/2006"
"11/07/2006"	"COURT OF APPEALS JUDGE (HUNTER)"	"Kris Bailey"	"   "	652733	"12/08/2006"
"11/07/2006"	"COURT OF APPEALS JUDGE (HUNTER)"	"Robert C. (Bob) Hunter"	"   "	903691	"12/08/2006"
"11/07/2006"	"COURT OF APPEALS JUDGE (STEPHENS)"	"Linda Stephens"	"   "	771353	"12/08/2006"
"11/07/2006"	"COURT OF APPEALS JUDGE (STEPHENS)"	"Donna Stroud"	"   "	774819	"12/08/2006"
"11/07/2006"	"SUPERIOR COURT JUDGE DISTRICT 03B"	"John E. Nobles"	"   "	26943	"12/08/2006"
"11/07/2006"	"SUPERIOR COURT JUDGE DISTRICT 03B"	"Carl L. Tilghman"	"   "	16881	"12/08/2006"
"11/07/2006"	"SUPERIOR COURT JUDGE DISTRICT 04B"	"Charles H. Henry"	"   "	13065	"12/08/2006"
"11/07/2006"	"SUPERIOR COURT JUDGE DISTRICT 07C"	"Frank R. Brown"	"   "	10727	"12/08/2006"
"11/07/2006"	"SUPERIOR COURT JUDGE DISTRICT 10B"	"Ripley Rand"	"   "	30315	"12/08/2006"
"11/07/2006"	"SUPERIOR COURT JUDGE DISTRICT 10B"	"Paul C. Ridgeway"	"   "	37400	"12/08/2006"
"11/07/2006"	"SUPERIOR COURT JUDGE DISTRICT 10C"	"Daniel Garner"	"   "	18701	"12/08/2006"
"11/07/2006"	"SUPERIOR COURT JUDGE DISTRICT 10C"	"Paul G. Gessner"	"   "	25017	"12/08/2006"
"11/07/2006"	"SUPERIOR COURT JUDGE DISTRICT 11B"	"Jackie Lee"	"   "	13167	"12/08/2006"
"11/07/2006"	"SUPERIOR COURT JUDGE DISTRICT 11B"	"Tom Lock"	"   "	14848	"12/08/2006"
"11/07/2006"	"SUPERIOR COURT JUDGE DISTRICT 12A"	"Jack Thompson"	"   "	8867	"12/08/2006"
"11/07/2006"	"SUPERIOR COURT JUDGE DISTRICT 15B (2 SEATS)"	"Charles (Chuck) Anderson"	"   "	16519	"12/08/2006"
"11/07/2006"	"SUPERIOR COURT JUDGE DISTRICT 15B (2 SEATS)"	"Allen Baddour"	"   "	17228	"12/08/2006"
"11/07/2006"	"SUPERIOR COURT JUDGE DISTRICT 15B (2 SEATS)"	"Carl R. Fox"	"   "	27894	"12/08/2006"
"11/07/2006"	"SUPERIOR COURT JUDGE DISTRICT 15B (2 SEATS)"	"Adam Stein"	"   "	17165	"12/08/2006"
"11/07/2006"	"SUPERIOR COURT JUDGE DISTRICT 17A (2 SEATS)"	"Richard W. Stone"	"   "	11521	"12/08/2006"
"11/07/2006"	"SUPERIOR COURT JUDGE DISTRICT 17A (2 SEATS)"	"Ed Wilson"	"   "	9741	"12/08/2006"
"11/07/2006"	"SUPERIOR COURT JUDGE DISTRICT 18C"	"Stuart Albright"	"   "	16534	"12/08/2006"
"11/07/2006"	"SUPERIOR COURT JUDGE DISTRICT 18C"	"Susan E. Bray"	"   "	14087	"12/08/2006"
"11/07/2006"	"SUPERIOR COURT JUDGE DISTRICT 19A"	"W. Erwin Spainhour"	"   "	19136	"12/08/2006"
"11/07/2006"	"SUPERIOR COURT JUDGE DISTRICT 19B"	"V. Bradford Long"	"   "	21794	"12/08/2006"
"11/07/2006"	"SUPERIOR COURT JUDGE DISTRICT 19C"	"John L. Holshouser, Jr."	"   "	12374	"12/08/2006"
"11/07/2006"	"SUPERIOR COURT JUDGE DISTRICT 19C"	"Donald D. Sayers"	"   "	9842	"12/08/2006"
"11/07/2006"	"SUPERIOR COURT JUDGE DISTRICT 21A"	"William Z. (Bill) Wood, Jr."	"   "	15595	"12/08/2006"
"11/07/2006"	"SUPERIOR COURT JUDGE DISTRICT 22"	"Mark E. Klass"	"   "	38135	"12/08/2006"
"11/07/2006"	"SUPERIOR COURT JUDGE DISTRICT 22"	"Robert G. Spaugh"	"   "	28266	"12/08/2006"
"11/07/2006"	"SUPERIOR COURT JUDGE DISTRICT 23"	"Edgar B. Gregory"	"   "	22075	"12/08/2006"
"11/07/2006"	"SUPERIOR COURT JUDGE DISTRICT 25B"	"Timothy S. Kincaid"	"   "	20865	"12/08/2006"
"11/07/2006"	"SUPERIOR COURT JUDGE DISTRICT 26B (2 SEATS)"	"Richard Boner"	"   "	23951	"12/08/2006"
"11/07/2006"	"SUPERIOR COURT JUDGE DISTRICT 26B (2 SEATS)"	"Robert P. Johnston"	"   "	23061	"12/08/2006"
"11/07/2006"	"SUPERIOR COURT JUDGE DISTRICT 26C"	"Bob Bell"	"   "	41340	"12/08/2006"
"11/07/2006"	"SUPERIOR COURT JUDGE DISTRICT 27A (2 SEATS)"	"Jesse B. Caldwell, III"	"   "	22764	"12/08/2006"
"11/07/2006"	"SUPERIOR COURT JUDGE DISTRICT 27A (2 SEATS)"	"Timothy L. Patti"	"   "	16863	"12/08/2006"
"11/07/2006"	"SUPERIOR COURT JUDGE DISTRICT 29B"	"Mark E. Powell"	"   "	33228	"12/08/2006"
"11/07/2006"	"SUPERIOR COURT JUDGE DISTRICT 30A"	"James U. Downs"	"   "	20642	"12/08/2006"
"11/07/2006"	"DISTRICT COURT JUDGE (BLICK) DISTRICT 03A"	"Joseph (Joe) A. Blick, Jr."	"   "	15598	"12/08/2006"
"11/07/2006"	"DISTRICT COURT JUDGE (BLICK) DISTRICT 03A"	"Daniel Hines Entzminger"	"   "	8020	"12/08/2006"
"11/07/2006"	"DISTRICT COURT JUDGE (HILBURN) DISTRICT 03A"	"Gwynett (Gwyn) Hilburn"	"   "	16912	"12/08/2006"
"11/07/2006"	"DISTRICT COURT JUDGE (KWASIKPUI) DISTRICT 06B"	"Alfred W. Kwasikpui"	"   "	8552	"12/08/2006"
"11/07/2006"	"DISTRICT COURT JUDGE (LEWIS) DISTRICT 06B"	"W. Rob Lewis"	"   "	8831	"12/08/2006"
"11/07/2006"	"DISTRICT COURT JUDGE (GALLOWAY) DISTRICT 09A"	"Mark Galloway"	"   "	12733	"12/08/2006"
"11/07/2006"	"DISTRICT COURT JUDGE (BANKS) DISTRICT 09B"	"J. Henry Banks"	"   "	5457	"12/08/2006"
"11/07/2006"	"DISTRICT COURT JUDGE (BEAMAN) DISTRICT 01"	"John J. Flora, III"	"   "	12884	"12/08/2006"
"11/07/2006"	"DISTRICT COURT JUDGE (BEAMAN) DISTRICT 01"	"Eula E. Reid"	"   "	16915	"12/08/2006"
"11/07/2006"	"DISTRICT COURT JUDGE (BEAN) DISTRICT 01"	"C. Christopher Bean"	"   "	20743	"12/08/2006"
"11/07/2006"	"DISTRICT COURT JUDGE (COLE) DISTRICT 01"	"J. C. Cole"	"   "	22916	"12/08/2006"
"11/07/2006"	"DISTRICT COURT JUDGE (CROOM) DISTRICT 10"	"Craig Croom"	"   "	105858	"12/08/2006"
"11/07/2006"	"DISTRICT COURT JUDGE (FULLWOOD) DISTRICT 10"	"James R. Fullwood"	"   "	105338	"12/08/2006"
"11/07/2006"	"DISTRICT COURT JUDGE (HAMILTON) DISTRICT 10"	"Joyce Hamilton"	"   "	107860	"12/08/2006"
"11/07/2006"	"DISTRICT COURT JUDGE (ROZIER) DISTRICT 10"	"Aida Doss Havel"	"   "	52222	"12/08/2006"
"11/07/2006"	"DISTRICT COURT JUDGE (ROZIER) DISTRICT 10"	"Vince Rozier"	"   "	79628	"12/08/2006"
"11/07/2006"	"DISTRICT COURT JUDGE (RUTH) DISTRICT 10"	"Kristin Ruth"	"   "	102328	"12/08/2006"
"11/07/2006"	"DISTRICT COURT JUDGE (SALISBURY) DISTRICT 10"	"Anne B. Salisbury"	"   "	103578	"12/08/2006"
"11/07/2006"	"DISTRICT COURT JUDGE (CORBETT) DISTRICT 11"	"Albert A. (Andy) Corbett, Jr."	"   "	39247	"12/08/2006"
"11/07/2006"	"DISTRICT COURT JUDGE (RAWLS) DISTRICT 11"	"Addie Rawls"	"   "	38367	"12/08/2006"
"11/07/2006"	"DISTRICT COURT JUDGE (BEASLEY) DISTRICT 12"	"Cheri Beasley"	"   "	30927	"12/08/2006"
"11/07/2006"	"DISTRICT COURT JUDGE (CLARK) DISTRICT 12"	"Talmage Baggett"	"   "	20179	"12/08/2006"
"11/07/2006"	"DISTRICT COURT JUDGE (CLARK) DISTRICT 12"	"Luis (Lou) Olivera"	"   "	19419	"12/08/2006"
"11/07/2006"	"DISTRICT COURT JUDGE (DONALDSON) DISTRICT 12"	"Ed Donaldson"	"   "	17554	"12/08/2006"
"11/07/2006"	"DISTRICT COURT JUDGE (DONALDSON) DISTRICT 12"	"David H. Hasty"	"   "	22982	"12/08/2006"
"11/07/2006"	"DISTRICT COURT JUDGE (HAIR) DISTRICT 12"	"George J. Franks"	"   "	21776	"12/08/2006"
"11/07/2006"	"DISTRICT COURT JUDGE (HAIR) DISTRICT 12"	"John S. Hair, Jr."	"   "	17544	"12/08/2006"
"11/07/2006"	"DISTRICT COURT JUDGE (KEEVER) DISTRICT 12"	"J. Duane Gilliam"	"   "	16819	"12/08/2006"
"11/07/2006"	"DISTRICT COURT JUDGE (KEEVER) DISTRICT 12"	"A. Elizabeth Keever"	"   "	24180	"12/08/2006"
"11/07/2006"	"DISTRICT COURT JUDGE (STIEHL) DISTRICT 12"	"Graham F. Gurnee"	"   "	9694	"12/08/2006"
"11/07/2006"	"DISTRICT COURT JUDGE (STIEHL) DISTRICT 12"	"Robert Stiehl"	"   "	27301	"12/08/2006"
"11/07/2006"	"DISTRICT COURT JUDGE (TUCKER) DISTRICT 12"	"Kim Kelly Tucker"	"   "	28839	"12/08/2006"
"11/07/2006"	"DISTRICT COURT JUDGE (ALDRIDGE) DISTRICT 13"	"Tom Aldridge"	"   "	32020	"12/08/2006"
"11/07/2006"	"DISTRICT COURT JUDGE (SASSER) DISTRICT 13"	"Douglas B. Sasser"	"   "	31285	"12/08/2006"
"11/07/2006"	"DISTRICT COURT JUDGE (BROWN) DISTRICT 14"	"Craig B. Brown"	"   "	35062	"12/08/2006"
"11/07/2006"	"DISTRICT COURT JUDGE (BUSHFAN) DISTRICT 14"	"Elaine M. Bushfan"	"   "	34797	"12/08/2006"
"11/07/2006"	"DISTRICT COURT JUDGE (CHANEY) DISTRICT 14"	"Nancy E. Gordon"	"   "	22529	"12/08/2006"
"11/07/2006"	"DISTRICT COURT JUDGE (CHANEY) DISTRICT 14"	"Anita L. Smith"	"   "	21387	"12/08/2006"
"11/07/2006"	"DISTRICT COURT JUDGE (HILL) DISTRICT 14"	"James T. (Jim) Hill"	"   "	32046	"12/08/2006"
"11/07/2006"	"DISTRICT COURT JUDGE (MCKOWN) DISTRICT 14"	"Tracy Hicks Barley"	"   "	19688	"12/08/2006"
"11/07/2006"	"DISTRICT COURT JUDGE (MCKOWN) DISTRICT 14"	"Ann McKown"	"   "	24156	"12/08/2006"
"11/07/2006"	"DISTRICT COURT JUDGE (MOREY) DISTRICT 14"	"Marcia H. Morey"	"   "	35193	"12/08/2006"
"11/07/2006"	"DISTRICT COURT JUDGE (ALLEN) DISTRICT 15A"	"Brad Allen"	"   "	18316	"12/08/2006"
"11/07/2006"	"DISTRICT COURT JUDGE (ALLEN) DISTRICT 15A"	"Todd Allen Smith"	"   "	7292	"12/08/2006"
"11/07/2006"	"DISTRICT COURT JUDGE (BUCKNER) DISTRICT 15B"	"Joseph Moody (Joe) Buckner"	"   "	32337	"12/08/2006"
"11/07/2006"	"DISTRICT COURT JUDGE (MCILWAIN) DISTRICT 16A"	"William C. McIlwain"	"   "	8667	"12/08/2006"
"11/07/2006"	"DISTRICT COURT JUDGE (PATE) DISTRICT 16A"	"Regina M. Joe"	"   "	7908	"12/08/2006"
"11/07/2006"	"DISTRICT COURT JUDGE (PATE) DISTRICT 16A"	"Walter Philip McRae"	"   "	5090	"12/08/2006"
"11/07/2006"	"DISTRICT COURT JUDGE (CARMICAL) DISTRICT 16B"	"J. Stanley Carmical"	"   "	8088	"12/08/2006"
"11/07/2006"	"DISTRICT COURT JUDGE (CARTER) DISTRICT 16B"	"John B. Carter, Jr."	"   "	8524	"12/08/2006"
"11/07/2006"	"DISTRICT COURT JUDGE (RICHARDSON) DISTRICT 16B"	"Herbert L. Richardson"	"   "	8895	"12/08/2006"
"11/07/2006"	"DISTRICT COURT JUDGE (ALLEN) DISTRICT 17A"	"Stanley L. (Stan) Allen"	"   "	13650	"12/08/2006"
"11/07/2006"	"DISTRICT COURT JUDGE (WILKINS) DISTRICT 17A"	"Fred Wilkins"	"   "	12995	"12/08/2006"
"11/07/2006"	"DISTRICT COURT JUDGE (KEY) DISTRICT 17B"	"Spencer G. Key, Jr."	"   "	18125	"12/08/2006"
"11/07/2006"	"DISTRICT COURT JUDGE (NEAVES) DISTRICT 17B"	"Tom Langan"	"   "	9110	"12/08/2006"
"11/07/2006"	"DISTRICT COURT JUDGE (NEAVES) DISTRICT 17B"	"Charles M. (Chuck) Neaves, Jr."	"   "	15530	"12/08/2006"
"11/07/2006"	"DISTRICT COURT JUDGE (OLIVER) DISTRICT 17B"	"Angela B. Puckett"	"   "	17387	"12/08/2006"
"11/07/2006"	"DISTRICT COURT JUDGE (ENOCHS) DISTRICT 18"	"Wendy M. Enochs"	"   "	65991	"12/08/2006"
"11/07/2006"	"DISTRICT COURT JUDGE (JARRELL) DISTRICT 18"	"H. Thomas (Tom) Jarrell, Jr."	"   "	50415	"12/08/2006"
"11/07/2006"	"DISTRICT COURT JUDGE (JARRELL) DISTRICT 18"	"Susan O'Hale"	"   "	32888	"12/08/2006"
"11/07/2006"	"DISTRICT COURT JUDGE (HAMBY) DISTRICT 19A"	"William G. Hamby, Jr."	"   "	19119	"12/08/2006"
"11/07/2006"	"DISTRICT COURT JUDGE (JOHNSON) DISTRICT 19A"	"Donna Hedgepeth Johnson"	"   "	17433	"12/08/2006"
"11/07/2006"	"DISTRICT COURT JUDGE (KNOX) DISTRICT 19A"	"Michael G. Knox"	"   "	16938	"12/08/2006"
"11/07/2006"	"DISTRICT COURT JUDGE (MCGEE) DISTRICT 19A"	"Martin B. (Marty) McGee"	"   "	17179	"12/08/2006"
"11/07/2006"	"DISTRICT COURT JUDGE (ETHERIDGE) DISTRICT 19B"	"Kristian N. Allen"	"   "	16595	"12/08/2006"
"11/07/2006"	"DISTRICT COURT JUDGE (ETHERIDGE) DISTRICT 19B"	"Scott C. Etheridge"	"   "	27628	"12/08/2006"
"11/07/2006"	"DISTRICT COURT JUDGE (GAVIN) DISTRICT 19B"	"Lee W. Gavin"	"   "	32512	"12/08/2006"
"11/07/2006"	"DISTRICT COURT JUDGE (MANESS) DISTRICT 19B"	"Jayrene Russell Maness"	"   "	31246	"12/08/2006"
"11/07/2006"	"DISTRICT COURT JUDGE (SABISTON) DISTRICT 19B"	"Michael A. Sabiston"	"   "	30642	"12/08/2006"
"11/07/2006"	"DISTRICT COURT JUDGE (BROWN) DISTRICT 19C"	"Charlie Brown"	"   "	17399	"12/08/2006"
"11/07/2006"	"DISTRICT COURT JUDGE (DIXON) DISTRICT 19C"	"Beth S. Dixon"	"   "	15598	"12/08/2006"
"11/07/2006"	"DISTRICT COURT JUDGE (EDDINGER) DISTRICT 19C"	"Kevin Eddinger"	"   "	15178	"12/08/2006"
"11/07/2006"	"DISTRICT COURT JUDGE (KLUTTZ) DISTRICT 19C"	"William C. Kluttz"	"   "	15606	"12/08/2006"
"11/07/2006"	"DISTRICT COURT JUDGE (GRIMES) DISTRICT 02"	"Samuel G. Grimes"	"   "	16458	"12/08/2006"
"11/07/2006"	"DISTRICT COURT JUDGE (PARKER) DISTRICT 02"	"Regina Rodgers Parker"	"   "	17075	"12/08/2006"
"11/07/2006"	"DISTRICT COURT JUDGE (BREWER) DISTRICT 20A"	"Scott T. Brewer"	"   "	14015	"12/08/2006"
"11/07/2006"	"DISTRICT COURT JUDGE (BREWER) DISTRICT 20A"	"Charles B. Lefler, Jr."	"   "	9672	"12/08/2006"
"11/07/2006"	"DISTRICT COURT JUDGE (BRIDGES) DISTRICT 20A"	"Kevin M. Bridges"	"   "	18247	"12/08/2006"
"11/07/2006"	"DISTRICT COURT JUDGE (BEDSWORTH) DISTRICT 21"	"George A. Bedsworth"	"   "	30316	"12/08/2006"
"11/07/2006"	"DISTRICT COURT JUDGE (BEDSWORTH) DISTRICT 21"	"Jonathan Dills"	"   "	24769	"12/08/2006"
"11/07/2006"	"DISTRICT COURT JUDGE (HARTSFIELD) DISTRICT 21"	"Denise S. Hartsfield"	"   "	44842	"12/08/2006"
"11/07/2006"	"DISTRICT COURT JUDGE (MENEFEE) DISTRICT 21"	"Lisa V. Menefee"	"   "	41761	"12/08/2006"
"11/07/2006"	"DISTRICT COURT JUDGE (CHURCH) DISTRICT 22"	"H. Thomas Church"	"   "	43878	"12/08/2006"
"11/07/2006"	"DISTRICT COURT JUDGE (COVINGTON) DISTRICT 22"	"Mary F. Covington"	"   "	44663	"12/08/2006"
"11/07/2006"	"DISTRICT COURT JUDGE (HONEYCUTT) DISTRICT 22"	"Rod Penry"	"   "	27508	"12/08/2006"
"11/07/2006"	"DISTRICT COURT JUDGE (HONEYCUTT) DISTRICT 22"	"Carlton Terry"	"   "	32539	"12/08/2006"
"11/07/2006"	"DISTRICT COURT JUDGE (MICHAEL) DISTRICT 22"	"Wayne L. Michael"	"   "	44338	"12/08/2006"
"11/07/2006"	"DISTRICT COURT JUDGE (MYERS) DISTRICT 22"	"Jimmy Laird Myers"	"   "	43911	"12/08/2006"
"11/07/2006"	"DISTRICT COURT JUDGE (ROYSTER) DISTRICT 22"	"Theodore S. Royster, Jr."	"   "	42842	"12/08/2006"
"11/07/2006"	"DISTRICT COURT JUDGE (WOOD) DISTRICT 22"	"April C. Wood"	"   "	45914	"12/08/2006"
"11/07/2006"	"DISTRICT COURT JUDGE (BYRD) DISTRICT 23"	"David V. Byrd"	"   "	21701	"12/08/2006"
"11/07/2006"	"DISTRICT COURT JUDGE (GREGORY) DISTRICT 23"	"William R. Burke"	"   "	10443	"12/08/2006"
"11/07/2006"	"DISTRICT COURT JUDGE (GREGORY) DISTRICT 23"	"Michael D. Duncan"	"   "	17375	"12/08/2006"
"11/07/2006"	"DISTRICT COURT JUDGE (MCLEAN) DISTRICT 23"	"Mitchell L. McLean"	"   "	20736	"12/08/2006"
"11/07/2006"	"DISTRICT COURT JUDGE (LEAVELL) DISTRICT 24"	"Bill Leavell"	"   "	24820	"12/08/2006"
"11/07/2006"	"DISTRICT COURT JUDGE (BRADY) DISTRICT 25"	"Bob Brady"	"   "	44925	"12/08/2006"
"11/07/2006"	"DISTRICT COURT JUDGE (EDWARDS) DISTRICT 25"	"C. Thomas Edwards"	"   "	42754	"12/08/2006"
"11/07/2006"	"DISTRICT COURT JUDGE (ELLIOTT) DISTRICT 25"	"Sherri Wilson Elliott"	"   "	43048	"12/08/2006"
"11/07/2006"	"DISTRICT COURT JUDGE (HAYES) DISTRICT 25"	"Gregory R. (Greg) Hayes"	"   "	42207	"12/08/2006"
"11/07/2006"	"DISTRICT COURT JUDGE (MULL) DISTRICT 25"	"John R. Mull"	"   "	41744	"12/08/2006"
"11/07/2006"	"DISTRICT COURT JUDGE (OWSLEY) DISTRICT 25"	"L. Suzanne (San) Owsley"	"   "	40808	"12/08/2006"
"11/07/2006"	"DISTRICT COURT JUDGE (SIGMON) DISTRICT 25"	"Amy R. Sigmon"	"   "	40365	"12/08/2006"
"11/07/2006"	"DISTRICT COURT JUDGE (BELL) DISTRICT 26"	"Lisa C. Bell"	"   "	86832	"12/08/2006"
"11/07/2006"	"DISTRICT COURT JUDGE (HARPER) DISTRICT 26"	"Tonja T. Damon"	"   "	47204	"12/08/2006"
"11/07/2006"	"DISTRICT COURT JUDGE (HARPER) DISTRICT 26"	"Tim Smith"	"   "	52891	"12/08/2006"
"11/07/2006"	"DISTRICT COURT JUDGE (HOWERTON) DISTRICT 26"	"Philip F. Howerton, Jr."	"   "	74450	"12/08/2006"
"11/07/2006"	"DISTRICT COURT JUDGE (MCKOY-MITCHELL) DISTRICT 26"	"Rickye McKoy-Mitchell"	"   "	72002	"12/08/2006"
"11/07/2006"	"DISTRICT COURT JUDGE (MILLER) DISTRICT 26"	"Regan A. Miller"	"   "	70868	"12/08/2006"
"11/07/2006"	"DISTRICT COURT JUDGE (NORELLI) DISTRICT 26"	"Nancy Norelli"	"   "	73741	"12/08/2006"
"11/07/2006"	"DISTRICT COURT JUDGE (TIN) DISTRICT 26"	"Becky Thorne Tin"	"   "	73200	"12/08/2006"
"11/07/2006"	"DISTRICT COURT JUDGE (GINGLES) DISTRICT 27A"	"Ralph C. Gingles, Jr."	"   "	24436	"12/08/2006"
"11/07/2006"	"DISTRICT COURT JUDGE (REDWING) DISTRICT 27A"	"Michael K. Lands"	"   "	19035	"12/08/2006"
"11/07/2006"	"DISTRICT COURT JUDGE (REDWING) DISTRICT 27A"	"Dennis J. Redwing"	"   "	13560	"12/08/2006"
"11/07/2006"	"DISTRICT COURT JUDGE (PAKSOY) DISTRICT 27B"	"Ali B. Paksoy, Jr."	"   "	18973	"12/08/2006"
"11/07/2006"	"DISTRICT COURT JUDGE (PAKSOY) DISTRICT 27B"	"Gregory (Greg) Calvin Smith"	"   "	16755	"12/08/2006"
"11/07/2006"	"DISTRICT COURT JUDGE (BARRETT) DISTRICT 28"	"Sharon Barrett"	"   "	30716	"12/08/2006"
