,year,chamber,district_number,winner,DEM,REP,LIB,CST,GRE,UNA,REP_wasted,DEM_wasted,wasted,dem_percent
213,2004-01-01,house,3,DEM,15156.0,13947.0,509.0,0.0,0.0,0.0,13947.0,1208.0,15155.0,0.5207710545304608
214,2004-01-01,house,30,DEM,21245.0,0.0,2870.0,0.0,0.0,0.0,0.0,21244.0,21244.0,1.0
215,2004-01-01,house,31,DEM,23313.0,0.0,3802.0,0.0,0.0,0.0,0.0,23312.0,23312.0,1.0
216,2004-01-01,house,32,DEM,18851.0,0.0,2505.0,0.0,0.0,0.0,0.0,18850.0,18850.0,1.0
217,2004-01-01,house,33,DEM,24580.0,0.0,2076.0,0.0,0.0,0.0,0.0,24579.0,24579.0,1.0
218,2004-01-01,house,34,DEM,18755.0,17952.0,0.0,0.0,0.0,0.0,17952.0,802.0,18754.0,0.5109379682349415
219,2004-01-01,house,35,DEM,22899.0,0.0,2870.0,0.0,0.0,0.0,0.0,22898.0,22898.0,1.0
220,2004-01-01,house,36,REP,0.0,24166.0,5049.0,0.0,0.0,0.0,24165.0,0.0,24165.0,0.0
221,2004-01-01,house,37,REP,0.0,29596.0,5064.0,0.0,0.0,0.0,29595.0,0.0,29595.0,0.0
222,2004-01-01,house,38,DEM,20121.0,10131.0,0.0,0.0,0.0,0.0,10131.0,9989.0,20120.0,0.6651130503768345
223,2004-01-01,house,39,DEM,18480.0,15488.0,0.0,0.0,0.0,0.0,15488.0,2991.0,18479.0,0.5440414507772021
224,2004-01-01,house,4,DEM,15333.0,0.0,0.0,0.0,0.0,0.0,0.0,15332.0,15332.0,1.0
225,2004-01-01,house,40,REP,16848.0,29528.0,1143.0,0.0,0.0,0.0,12679.0,16848.0,29527.0,0.36329135759875797
226,2004-01-01,house,41,REP,0.0,27743.0,0.0,0.0,0.0,0.0,27742.0,0.0,27742.0,0.0
227,2004-01-01,house,42,DEM,10746.0,5476.0,0.0,0.0,0.0,0.0,5476.0,5269.0,10745.0,0.6624337319689311
228,2004-01-01,house,43,DEM,11875.0,0.0,0.0,0.0,0.0,0.0,0.0,11874.0,11874.0,1.0
229,2004-01-01,house,44,DEM,13764.0,9812.0,0.0,0.0,0.0,0.0,9812.0,3951.0,13763.0,0.5838140481845945
230,2004-01-01,house,45,DEM,15100.0,10001.0,0.0,0.0,0.0,0.0,10001.0,5098.0,15099.0,0.6015696585793394
231,2004-01-01,house,46,DEM,12913.0,0.0,0.0,0.0,0.0,0.0,0.0,12912.0,12912.0,1.0
232,2004-01-01,house,47,DEM,15224.0,0.0,0.0,0.0,0.0,0.0,0.0,15223.0,15223.0,1.0
233,2004-01-01,house,48,DEM,15924.0,0.0,0.0,0.0,0.0,0.0,0.0,15923.0,15923.0,1.0
234,2004-01-01,house,49,DEM,15121.0,11567.0,0.0,0.0,0.0,0.0,11567.0,3553.0,15120.0,0.5665842326139089
235,2004-01-01,house,5,DEM,18006.0,0.0,3576.0,0.0,0.0,0.0,0.0,18005.0,18005.0,1.0
236,2004-01-01,house,50,DEM,21614.0,0.0,0.0,0.0,0.0,0.0,0.0,21613.0,21613.0,1.0
237,2004-01-01,house,51,REP,12869.0,13255.0,0.0,0.0,0.0,0.0,385.0,12869.0,13254.0,0.49261215740315417
238,2004-01-01,house,52,REP,0.0,23868.0,0.0,0.0,0.0,0.0,23867.0,0.0,23867.0,0.0
239,2004-01-01,house,53,REP,10217.0,14633.0,0.0,0.0,0.0,0.0,4415.0,10217.0,14632.0,0.41114688128772636
240,2004-01-01,house,54,DEM,24939.0,0.0,0.0,0.0,0.0,0.0,0.0,24938.0,24938.0,1.0
241,2004-01-01,house,55,DEM,22524.0,0.0,2810.0,0.0,0.0,0.0,0.0,22523.0,22523.0,1.0
242,2004-01-01,house,56,DEM,25984.0,0.0,0.0,0.0,0.0,0.0,0.0,25983.0,25983.0,1.0
243,2004-01-01,house,57,DEM,16606.0,12707.0,0.0,0.0,0.0,0.0,12707.0,3898.0,16605.0,0.5665063282502644
244,2004-01-01,house,58,DEM,21087.0,10374.0,618.0,0.0,0.0,0.0,10374.0,10712.0,21086.0,0.6702584151807
245,2004-01-01,house,59,DEM,18327.0,12884.0,759.0,0.0,0.0,0.0,12884.0,5442.0,18326.0,0.5871968216333985
246,2004-01-01,house,6,DEM,16192.0,13272.0,0.0,0.0,0.0,0.0,13272.0,2919.0,16191.0,0.5495519956557154
247,2004-01-01,house,60,DEM,18270.0,0.0,0.0,0.0,0.0,0.0,0.0,18269.0,18269.0,1.0
248,2004-01-01,house,61,REP,0.0,25490.0,0.0,0.0,0.0,0.0,25489.0,0.0,25489.0,0.0
249,2004-01-01,house,62,REP,0.0,31436.0,0.0,0.0,0.0,0.0,31435.0,0.0,31435.0,0.0
250,2004-01-01,house,63,DEM,12753.0,10482.0,0.0,0.0,0.0,0.0,10482.0,2270.0,12752.0,0.548870238863783
251,2004-01-01,house,64,REP,0.0,22787.0,0.0,0.0,0.0,0.0,22786.0,0.0,22786.0,0.0
252,2004-01-01,house,65,DEM,13890.0,12493.0,0.0,0.0,0.0,0.0,12493.0,1396.0,13889.0,0.526475381874692
253,2004-01-01,house,66,DEM,18240.0,0.0,0.0,0.0,0.0,990.0,0.0,18239.0,18239.0,1.0
254,2004-01-01,house,67,REP,10332.0,19974.0,0.0,0.0,0.0,0.0,9641.0,10332.0,19973.0,0.34092258958622057
255,2004-01-01,house,68,REP,0.0,31252.0,0.0,0.0,0.0,0.0,31251.0,0.0,31251.0,0.0
256,2004-01-01,house,69,DEM,14139.0,8147.0,0.0,0.0,0.0,0.0,8147.0,5991.0,14138.0,0.6344341739208472
257,2004-01-01,house,7,DEM,17714.0,0.0,0.0,0.0,0.0,0.0,0.0,17713.0,17713.0,1.0
258,2004-01-01,house,70,REP,0.0,19578.0,1801.0,0.0,0.0,0.0,19577.0,0.0,19577.0,0.0
259,2004-01-01,house,71,DEM,15840.0,0.0,2381.0,0.0,0.0,0.0,0.0,15839.0,15839.0,1.0
260,2004-01-01,house,72,DEM,17286.0,0.0,0.0,0.0,0.0,0.0,0.0,17285.0,17285.0,1.0
261,2004-01-01,house,73,REP,0.0,23966.0,3754.0,0.0,0.0,0.0,23965.0,0.0,23965.0,0.0
262,2004-01-01,house,74,REP,12510.0,21248.0,0.0,0.0,0.0,0.0,8737.0,12510.0,21247.0,0.3705788257598199
263,2004-01-01,house,75,REP,0.0,24978.0,0.0,0.0,0.0,0.0,24977.0,0.0,24977.0,0.0
264,2004-01-01,house,76,REP,0.0,21610.0,0.0,0.0,0.0,0.0,21609.0,0.0,21609.0,0.0
265,2004-01-01,house,77,DEM,15026.0,9751.0,0.0,0.0,0.0,0.0,9751.0,5274.0,15025.0,0.6064495298058683
266,2004-01-01,house,78,REP,0.0,20756.0,0.0,0.0,0.0,0.0,20755.0,0.0,20755.0,0.0
267,2004-01-01,house,79,REP,0.0,21225.0,0.0,0.0,0.0,0.0,21224.0,0.0,21224.0,0.0
268,2004-01-01,house,8,DEM,17033.0,5973.0,0.0,0.0,0.0,0.0,5973.0,11059.0,17032.0,0.7403720768495176
269,2004-01-01,house,80,REP,0.0,24367.0,0.0,0.0,0.0,0.0,24366.0,0.0,24366.0,0.0
270,2004-01-01,house,81,DEM,15141.0,0.0,0.0,0.0,0.0,0.0,0.0,15140.0,15140.0,1.0
271,2004-01-01,house,82,REP,0.0,20942.0,3613.0,0.0,0.0,0.0,20941.0,0.0,20941.0,0.0
272,2004-01-01,house,83,REP,0.0,21648.0,3176.0,0.0,0.0,0.0,21647.0,0.0,21647.0,0.0
273,2004-01-01,house,84,REP,0.0,20718.0,3082.0,0.0,0.0,0.0,20717.0,0.0,20717.0,0.0
274,2004-01-01,house,85,REP,8234.0,16047.0,0.0,0.0,0.0,0.0,7812.0,8234.0,16046.0,0.3391128866191673
275,2004-01-01,house,86,DEM,16029.0,0.0,0.0,0.0,0.0,0.0,0.0,16028.0,16028.0,1.0
276,2004-01-01,house,87,REP,10415.0,15519.0,0.0,0.0,0.0,0.0,5103.0,10415.0,15518.0,0.4015963599907457
277,2004-01-01,house,88,REP,12096.0,15587.0,0.0,0.0,0.0,0.0,3490.0,12096.0,15586.0,0.4369468626955171
278,2004-01-01,house,89,REP,0.0,20460.0,0.0,0.0,0.0,0.0,20459.0,0.0,20459.0,0.0
279,2004-01-01,house,9,DEM,18775.0,0.0,0.0,0.0,0.0,0.0,0.0,18774.0,18774.0,1.0
280,2004-01-01,house,90,DEM,13374.0,9698.0,0.0,0.0,0.0,0.0,9698.0,3675.0,13373.0,0.5796636615811374
281,2004-01-01,house,91,REP,12533.0,16870.0,0.0,0.0,0.0,0.0,4336.0,12533.0,16869.0,0.42624902220861816
282,2004-01-01,house,92,REP,0.0,20830.0,0.0,0.0,0.0,0.0,20829.0,0.0,20829.0,0.0
283,2004-01-01,house,93,REP,15595.0,17953.0,1078.0,0.0,0.0,0.0,2357.0,15595.0,17952.0,0.4648563252652915
284,2004-01-01,house,94,REP,0.0,20714.0,0.0,0.0,0.0,0.0,20713.0,0.0,20713.0,0.0
285,2004-01-01,house,95,REP,0.0,24199.0,0.0,0.0,0.0,0.0,24198.0,0.0,24198.0,0.0
286,2004-01-01,house,96,REP,0.0,19466.0,0.0,0.0,0.0,0.0,19465.0,0.0,19465.0,0.0
287,2004-01-01,house,97,REP,11374.0,17888.0,0.0,0.0,0.0,0.0,6513.0,11374.0,17887.0,0.3886952361424373
288,2004-01-01,house,98,REP,0.0,27830.0,0.0,0.0,0.0,0.0,27829.0,0.0,27829.0,0.0
289,2004-01-01,house,99,DEM,20081.0,0.0,0.0,0.0,0.0,0.0,0.0,20080.0,20080.0,1.0
290,2004-01-01,senate,1,DEM,45367.0,24759.0,0.0,0.0,0.0,0.0,24759.0,20607.0,45366.0,0.646935516071072
291,2004-01-01,senate,10,DEM,37570.0,23054.0,0.0,0.0,0.0,0.0,23054.0,14515.0,37569.0,0.6197215624175244
292,2004-01-01,senate,11,DEM,40234.0,26417.0,0.0,0.0,0.0,0.0,26417.0,13816.0,40233.0,0.6036518581866739
293,2004-01-01,senate,12,REP,0.0,48674.0,0.0,0.0,0.0,0.0,48673.0,0.0,48673.0,0.0
294,2004-01-01,senate,13,DEM,37829.0,0.0,0.0,0.0,0.0,0.0,0.0,37828.0,37828.0,1.0
295,2004-01-01,senate,14,DEM,45727.0,25595.0,0.0,0.0,0.0,0.0,25595.0,20131.0,45726.0,0.6411345727825917
296,2004-01-01,senate,15,REP,0.0,59970.0,10934.0,0.0,0.0,0.0,59969.0,0.0,59969.0,0.0
297,2004-01-01,senate,16,DEM,45396.0,28995.0,1979.0,0.0,0.0,0.0,28995.0,16400.0,45395.0,0.6102351090857765
298,2004-01-01,senate,17,REP,37432.0,55908.0,1844.0,0.0,0.0,0.0,18475.0,37432.0,55907.0,0.40102849796443113
299,2004-01-01,senate,18,DEM,46875.0,32709.0,1186.0,0.0,0.0,0.0,32709.0,14165.0,46874.0,0.5890003015681544
300,2004-01-01,senate,19,DEM,43413.0,0.0,0.0,0.0,0.0,0.0,0.0,43412.0,43412.0,1.0
301,2004-01-01,senate,2,DEM,37123.0,29966.0,1073.0,0.0,0.0,0.0,29966.0,7156.0,37122.0,0.5533395936740747
302,2004-01-01,senate,20,DEM,55050.0,0.0,5953.0,0.0,0.0,0.0,0.0,55049.0,55049.0,1.0
303,2004-01-01,senate,21,DEM,27866.0,16434.0,1225.0,0.0,0.0,0.0,16434.0,11431.0,27865.0,0.6290293453724605
304,2004-01-01,senate,22,REP,33229.0,35605.0,0.0,0.0,0.0,0.0,2375.0,33229.0,35604.0,0.4827410872533922
305,2004-01-01,senate,23,DEM,49730.0,26307.0,0.0,0.0,0.0,0.0,26307.0,23422.0,49729.0,0.6540236989886503
306,2004-01-01,senate,24,REP,26127.0,35989.0,0.0,0.0,0.0,0.0,9861.0,26127.0,35988.0,0.4206162663403954
307,2004-01-01,senate,25,DEM,37319.0,0.0,0.0,0.0,0.0,8457.0,0.0,37318.0,37318.0,1.0
308,2004-01-01,senate,26,REP,0.0,59618.0,0.0,0.0,0.0,0.0,59617.0,0.0,59617.0,0.0
309,2004-01-01,senate,27,DEM,49573.0,23910.0,1797.0,0.0,0.0,0.0,23910.0,25662.0,49572.0,0.6746186192724848
310,2004-01-01,senate,28,DEM,47583.0,0.0,0.0,0.0,0.0,0.0,0.0,47582.0,47582.0,1.0
311,2004-01-01,senate,29,REP,17644.0,42292.0,0.0,0.0,0.0,0.0,24647.0,17644.0,42291.0,0.2943806727175654
312,2004-01-01,senate,3,DEM,36343.0,18686.0,0.0,0.0,0.0,0.0,18686.0,17656.0,36342.0,0.6604335895618674
313,2004-01-01,senate,30,REP,22188.0,40611.0,0.0,0.0,0.0,0.0,18422.0,22188.0,40610.0,0.35331772798929917
314,2004-01-01,senate,31,REP,0.0,62098.0,0.0,0.0,0.0,0.0,62097.0,0.0,62097.0,0.0
315,2004-01-01,senate,32,DEM,38903.0,16920.0,0.0,0.0,0.0,0.0,16920.0,21982.0,38902.0,0.6968991275997348
316,2004-01-01,senate,33,REP,0.0,54801.0,0.0,0.0,0.0,0.0,54800.0,0.0,54800.0,0.0
317,2004-01-01,senate,34,REP,24223.0,41800.0,0.0,0.0,0.0,0.0,17576.0,24223.0,41799.0,0.36688729685109733
318,2004-01-01,senate,35,REP,0.0,55204.0,0.0,0.0,0.0,230.0,55203.0,0.0,55203.0,0.0
319,2004-01-01,senate,36,REP,0.0,46848.0,10692.0,0.0,0.0,0.0,46847.0,0.0,46847.0,0.0
320,2004-01-01,senate,37,DEM,40902.0,0.0,0.0,0.0,0.0,0.0,0.0,40901.0,40901.0,1.0
321,2004-01-01,senate,38,DEM,47898.0,0.0,0.0,0.0,0.0,0.0,0.0,47897.0,47897.0,1.0
322,2004-01-01,senate,39,REP,0.0,64948.0,7965.0,0.0,0.0,0.0,64947.0,0.0,64947.0,0.0
323,2004-01-01,senate,4,DEM,44249.0,0.0,0.0,0.0,0.0,0.0,0.0,44248.0,44248.0,1.0
324,2004-01-01,senate,40,DEM,42096.0,30633.0,0.0,0.0,0.0,0.0,30633.0,11462.0,42095.0,0.578806253351483
325,2004-01-01,senate,41,REP,22741.0,50458.0,0.0,0.0,0.0,0.0,27716.0,22741.0,50457.0,0.3106736430825558
326,2004-01-01,senate,42,REP,0.0,51623.0,0.0,0.0,0.0,0.0,51622.0,0.0,51622.0,0.0
327,2004-01-01,senate,43,DEM,28264.0,24311.0,0.0,0.0,0.0,0.0,24311.0,3952.0,28263.0,0.5375939134569663
328,2004-01-01,senate,44,REP,24100.0,38567.0,0.0,0.0,0.0,0.0,14466.0,24100.0,38566.0,0.38457242248711443
329,2004-01-01,senate,45,REP,29192.0,47005.0,0.0,0.0,0.0,0.0,17812.0,29192.0,47004.0,0.38311219601821594
330,2004-01-01,senate,46,DEM,32595.0,28409.0,0.0,0.0,0.0,0.0,28409.0,4185.0,32594.0,0.5343092256245492
331,2004-01-01,senate,47,REP,34115.0,37791.0,0.0,0.0,0.0,0.0,3675.0,34115.0,37790.0,0.47443885072177566
332,2004-01-01,senate,48,REP,29327.0,47832.0,0.0,0.0,0.0,0.0,18504.0,29327.0,47831.0,0.3800852784509908
333,2004-01-01,senate,49,DEM,43727.0,27492.0,0.0,0.0,0.0,0.0,27492.0,16234.0,43726.0,0.6139794156053862
334,2004-01-01,senate,5,DEM,34162.0,25987.0,0.0,0.0,0.0,0.0,25987.0,8174.0,34161.0,0.5679562419990357
335,2004-01-01,senate,50,DEM,35722.0,35438.0,1164.0,0.0,0.0,0.0,35438.0,283.0,35721.0,0.5019955030916246
336,2004-01-01,senate,6,REP,18514.0,21624.0,1148.0,0.0,0.0,0.0,3109.0,18514.0,21623.0,0.46125865763117246
337,2004-01-01,senate,7,DEM,35091.0,26616.0,0.0,0.0,0.0,0.0,26616.0,8474.0,35090.0,0.5686713014730905
338,2004-01-01,senate,8,DEM,39897.0,33627.0,0.0,0.0,0.0,0.0,33627.0,6269.0,39896.0,0.5426391382405745
339,2004-01-01,senate,9,DEM,40486.0,39601.0,0.0,0.0,0.0,0.0,39601.0,884.0,40485.0,0.5055252413000861
340,2006-01-01,house,1,DEM,12446.0,0.0,0.0,0.0,0.0,0.0,0.0,12445.0,12445.0,1.0
341,2006-01-01,house,2,DEM,12193.0,5547.0,0.0,0.0,0.0,0.0,5547.0,6645.0,12192.0,0.6873167981961669
342,2006-01-01,house,3,DEM,10772.0,8568.0,0.0,0.0,0.0,0.0,8568.0,2203.0,10771.0,0.5569803516028956
343,2006-01-01,house,4,DEM,6844.0,3985.0,0.0,0.0,0.0,0.0,3985.0,2858.0,6843.0,0.6320066488133715
344,2006-01-01,house,5,DEM,8125.0,4516.0,0.0,0.0,0.0,0.0,4516.0,3608.0,8124.0,0.6427497824539198
345,2006-01-01,house,6,DEM,10716.0,6368.0,0.0,0.0,0.0,0.0,6368.0,4347.0,10715.0,0.6272535705923671
346,2006-01-01,house,7,DEM,7264.0,0.0,0.0,0.0,0.0,0.0,0.0,7263.0,7263.0,1.0
347,2006-01-01,house,8,DEM,8843.0,0.0,0.0,0.0,0.0,0.0,0.0,8842.0,8842.0,1.0
348,2006-01-01,house,9,DEM,8424.0,6419.0,0.0,0.0,0.0,0.0,6419.0,2004.0,8423.0,0.5675402546654988
349,2006-01-01,house,10,DEM,7699.0,6296.0,0.0,0.0,0.0,0.0,6296.0,1402.0,7698.0,0.5501250446588067
350,2006-01-01,house,11,REP,4749.0,9016.0,0.0,0.0,0.0,0.0,4266.0,4749.0,9015.0,0.3450054486015256
351,2006-01-01,house,12,DEM,7941.0,4040.0,0.0,0.0,0.0,0.0,4040.0,3900.0,7940.0,0.6627994324346883
352,2006-01-01,house,13,REP,10201.0,14304.0,0.0,0.0,0.0,0.0,4102.0,10201.0,14303.0,0.4162823913487044
353,2006-01-01,house,14,REP,3785.0,5238.0,0.0,0.0,0.0,0.0,1452.0,3785.0,5237.0,0.4194835420591821
354,2006-01-01,house,15,REP,2415.0,3920.0,0.0,0.0,0.0,0.0,1504.0,2415.0,3919.0,0.3812154696132597
355,2006-01-01,house,16,REP,0.0,14918.0,0.0,0.0,0.0,0.0,14917.0,0.0,14917.0,0.0
356,2006-01-01,house,17,REP,8838.0,14619.0,0.0,0.0,0.0,0.0,5780.0,8838.0,14618.0,0.3767745235963678
357,2006-01-01,house,18,DEM,8007.0,4590.0,0.0,0.0,0.0,0.0,4590.0,3416.0,8006.0,0.6356275303643725
358,2006-01-01,house,19,REP,0.0,14850.0,0.0,0.0,0.0,0.0,14849.0,0.0,14849.0,0.0
359,2006-01-01,house,20,DEM,10164.0,6026.0,0.0,0.0,0.0,0.0,6026.0,4137.0,10163.0,0.6277949351451513
360,2006-01-01,house,21,DEM,9215.0,0.0,0.0,0.0,0.0,0.0,0.0,9214.0,9214.0,1.0
361,2006-01-01,house,22,DEM,10267.0,0.0,0.0,0.0,0.0,0.0,0.0,10266.0,10266.0,1.0
362,2006-01-01,house,23,DEM,7924.0,3228.0,0.0,0.0,0.0,0.0,3228.0,4695.0,7923.0,0.710545193687231
363,2006-01-01,house,24,DEM,7987.0,0.0,0.0,0.0,0.0,0.0,0.0,7986.0,7986.0,1.0
364,2006-01-01,house,25,REP,5268.0,8444.0,0.0,0.0,0.0,0.0,3175.0,5268.0,8443.0,0.38418903150525086
365,2006-01-01,house,26,REP,0.0,12169.0,0.0,0.0,0.0,0.0,12168.0,0.0,12168.0,0.0
366,2006-01-01,house,27,DEM,13839.0,0.0,0.0,0.0,0.0,0.0,0.0,13838.0,13838.0,1.0
367,2006-01-01,house,28,REP,0.0,12687.0,0.0,0.0,0.0,0.0,12686.0,0.0,12686.0,0.0
368,2006-01-01,house,29,DEM,13295.0,0.0,0.0,0.0,0.0,0.0,0.0,13294.0,13294.0,1.0
369,2006-01-01,house,30,DEM,12033.0,0.0,0.0,0.0,0.0,0.0,0.0,12032.0,12032.0,1.0
370,2006-01-01,house,31,DEM,11555.0,0.0,0.0,0.0,0.0,0.0,0.0,11554.0,11554.0,1.0
371,2006-01-01,house,32,DEM,10531.0,0.0,0.0,0.0,0.0,0.0,0.0,10530.0,10530.0,1.0
372,2006-01-01,house,33,DEM,12566.0,0.0,0.0,0.0,0.0,0.0,0.0,12565.0,12565.0,1.0
373,2006-01-01,house,34,DEM,13596.0,9396.0,0.0,0.0,0.0,0.0,9396.0,4199.0,13595.0,0.5913361169102297
374,2006-01-01,house,35,DEM,13157.0,0.0,0.0,0.0,0.0,0.0,0.0,13156.0,13156.0,1.0
375,2006-01-01,house,36,REP,11970.0,12305.0,0.0,0.0,0.0,0.0,334.0,11970.0,12304.0,0.49309989701338824
376,2006-01-01,house,37,REP,11628.0,15459.0,0.0,0.0,0.0,0.0,3830.0,11628.0,15458.0,0.4292834200908185
377,2006-01-01,house,38,DEM,11819.0,0.0,0.0,0.0,0.0,0.0,0.0,11818.0,11818.0,1.0
378,2006-01-01,house,39,DEM,11737.0,8246.0,0.0,0.0,0.0,0.0,8246.0,3490.0,11736.0,0.5873492468598308
379,2006-01-01,house,40,REP,0.0,20556.0,0.0,0.0,0.0,0.0,20555.0,0.0,20555.0,0.0
380,2006-01-01,house,41,DEM,13051.0,12224.0,0.0,0.0,0.0,0.0,12224.0,826.0,13050.0,0.5163600395647874
381,2006-01-01,house,42,DEM,5610.0,0.0,0.0,0.0,0.0,0.0,0.0,5609.0,5609.0,1.0
382,2006-01-01,house,43,DEM,5645.0,0.0,0.0,0.0,0.0,0.0,0.0,5644.0,5644.0,1.0
383,2006-01-01,house,44,DEM,8648.0,0.0,0.0,0.0,0.0,0.0,0.0,8647.0,8647.0,1.0
384,2006-01-01,house,45,DEM,6990.0,6375.0,0.0,0.0,0.0,0.0,6375.0,614.0,6989.0,0.5230078563411896
385,2006-01-01,house,46,DEM,7684.0,0.0,0.0,0.0,0.0,0.0,0.0,7683.0,7683.0,1.0
386,2006-01-01,house,47,DEM,5791.0,0.0,0.0,0.0,0.0,0.0,0.0,5790.0,5790.0,1.0
387,2006-01-01,house,48,DEM,8714.0,0.0,0.0,0.0,0.0,0.0,0.0,8713.0,8713.0,1.0
388,2006-01-01,house,49,DEM,9173.0,6316.0,0.0,0.0,0.0,0.0,6316.0,2856.0,9172.0,0.5922267415585254
389,2006-01-01,house,50,DEM,12516.0,0.0,0.0,0.0,0.0,0.0,0.0,12515.0,12515.0,1.0
390,2006-01-01,house,51,DEM,8724.0,7383.0,0.0,0.0,0.0,0.0,7383.0,1340.0,8723.0,0.541627863661762
391,2006-01-01,house,52,REP,0.0,8250.0,0.0,0.0,0.0,10757.0,8249.0,0.0,8249.0,0.0
392,2006-01-01,house,53,REP,6846.0,7763.0,0.0,0.0,0.0,0.0,916.0,6846.0,7762.0,0.4686152371825587
393,2006-01-01,house,54,DEM,15649.0,6776.0,0.0,0.0,0.0,0.0,6776.0,8872.0,15648.0,0.6978372352285396
394,2006-01-01,house,55,DEM,14319.0,0.0,0.0,0.0,0.0,0.0,0.0,14318.0,14318.0,1.0
395,2006-01-01,house,56,DEM,14472.0,0.0,0.0,0.0,0.0,0.0,0.0,14471.0,14471.0,1.0
396,2006-01-01,house,57,DEM,9897.0,5799.0,0.0,0.0,0.0,0.0,5799.0,4097.0,9896.0,0.6305428134556575
397,2006-01-01,house,58,DEM,10391.0,5441.0,0.0,0.0,0.0,0.0,5441.0,4949.0,10390.0,0.6563289540171804
398,2006-01-01,house,59,DEM,10044.0,6843.0,0.0,0.0,0.0,0.0,6843.0,3200.0,10043.0,0.5947770474329366
399,2006-01-01,house,60,DEM,6417.0,4285.0,0.0,0.0,0.0,0.0,4285.0,2131.0,6416.0,0.5996075499906559
400,2006-01-01,house,61,REP,0.0,12342.0,0.0,0.0,0.0,0.0,12341.0,0.0,12341.0,0.0
401,2006-01-01,house,62,REP,0.0,16116.0,0.0,0.0,0.0,0.0,16115.0,0.0,16115.0,0.0
402,2006-01-01,house,63,DEM,8105.0,0.0,0.0,0.0,0.0,0.0,0.0,8104.0,8104.0,1.0
403,2006-01-01,house,64,REP,0.0,12320.0,0.0,0.0,0.0,0.0,12319.0,0.0,12319.0,0.0
404,2006-01-01,house,65,DEM,9749.0,4897.0,0.0,0.0,0.0,0.0,4897.0,4851.0,9748.0,0.6656424962447085
405,2006-01-01,house,66,DEM,9578.0,3999.0,0.0,0.0,0.0,0.0,3999.0,5578.0,9577.0,0.7054577594461221
406,2006-01-01,house,67,REP,0.0,13788.0,0.0,0.0,0.0,0.0,13787.0,0.0,13787.0,0.0
407,2006-01-01,house,68,REP,0.0,16837.0,0.0,0.0,0.0,0.0,16836.0,0.0,16836.0,0.0
408,2006-01-01,house,69,DEM,8616.0,4309.0,0.0,0.0,0.0,0.0,4309.0,4306.0,8615.0,0.666615087040619
409,2006-01-01,house,70,REP,4762.0,8756.0,0.0,0.0,0.0,0.0,3993.0,4762.0,8755.0,0.3522710460127238
410,2006-01-01,house,71,DEM,7101.0,0.0,0.0,0.0,0.0,0.0,0.0,7100.0,7100.0,1.0
411,2006-01-01,house,72,DEM,7971.0,0.0,0.0,0.0,0.0,0.0,0.0,7970.0,7970.0,1.0
412,2006-01-01,house,73,REP,0.0,11432.0,0.0,0.0,0.0,0.0,11431.0,0.0,11431.0,0.0
413,2006-01-01,house,74,REP,0.0,13942.0,0.0,0.0,0.0,0.0,13941.0,0.0,13941.0,0.0
414,2006-01-01,house,75,REP,0.0,12893.0,0.0,0.0,0.0,0.0,12892.0,0.0,12892.0,0.0
415,2006-01-01,house,76,REP,0.0,9457.0,0.0,0.0,0.0,0.0,9456.0,0.0,9456.0,0.0
416,2006-01-01,house,77,DEM,8279.0,5144.0,0.0,0.0,0.0,0.0,5144.0,3134.0,8278.0,0.6167771735081576
417,2006-01-01,house,78,REP,0.0,10472.0,0.0,0.0,0.0,0.0,10471.0,0.0,10471.0,0.0
418,2006-01-01,house,79,REP,0.0,12553.0,0.0,0.0,0.0,0.0,12552.0,0.0,12552.0,0.0
419,2006-01-01,house,80,REP,0.0,10801.0,0.0,0.0,0.0,0.0,10800.0,0.0,10800.0,0.0
420,2006-01-01,house,81,DEM,8454.0,0.0,0.0,0.0,0.0,0.0,0.0,8453.0,8453.0,1.0
421,2006-01-01,house,82,REP,0.0,11298.0,0.0,0.0,0.0,0.0,11297.0,0.0,11297.0,0.0
422,2006-01-01,house,83,REP,0.0,10947.0,0.0,0.0,0.0,0.0,10946.0,0.0,10946.0,0.0
423,2006-01-01,house,84,REP,0.0,13150.0,0.0,0.0,0.0,0.0,13149.0,0.0,13149.0,0.0
424,2006-01-01,house,85,REP,7560.0,8899.0,0.0,0.0,0.0,0.0,1338.0,7560.0,8898.0,0.4593231666565405
425,2006-01-01,house,86,DEM,8369.0,7883.0,0.0,0.0,0.0,0.0,7883.0,485.0,8368.0,0.5149520059069653
426,2006-01-01,house,87,REP,0.0,11548.0,0.0,0.0,0.0,0.0,11547.0,0.0,11547.0,0.0
427,2006-01-01,house,88,DEM,9650.0,8693.0,0.0,0.0,0.0,0.0,8693.0,956.0,9649.0,0.5260862454342256
428,2006-01-01,house,89,REP,0.0,11301.0,0.0,0.0,0.0,0.0,11300.0,0.0,11300.0,0.0
429,2006-01-01,house,90,DEM,9533.0,6114.0,0.0,0.0,0.0,0.0,6114.0,3418.0,9532.0,0.6092541701284592
430,2006-01-01,house,91,REP,6416.0,10295.0,0.0,0.0,0.0,0.0,3878.0,6416.0,10294.0,0.38393872299682846
431,2006-01-01,house,92,REP,0.0,10664.0,0.0,0.0,0.0,0.0,10663.0,0.0,10663.0,0.0
432,2006-01-01,house,93,DEM,13414.0,11069.0,0.0,0.0,0.0,0.0,11069.0,2344.0,13413.0,0.5478903729118164
